Frame,Nose_Tip_X,Nose_Tip_Y,Chin_X,Chin_Y,Distance
0,727,351,720,469,118.207444774
1,724,357,718,473,116.1550687659
2,725,358,715,475,117.4265728019
3,721,361,710,476,115.5248890932
4,719,360,708,475,115.5248890932
5,717,359,705,476,117.6137747035
6,715,359,704,476,117.5159563634
7,713,359,702,477,118.5116028075
8,713,359,700,477,118.7139418939
9,711,359,698,477,118.7139418939
10,710,358,698,476,118.6086000255
11,710,358,698,476,118.6086000255
12,711,358,698,475,117.7200067958
13,710,357,698,476,119.6035116541
14,711,359,699,477,118.6086000255
15,711,361,700,478,117.5159563634
16,711,365,699,478,113.6353818139
17,710,367,699,480,113.5341358359
18,710,370,699,482,112.5388821697
19,710,373,699,483,110.5486318323
20,710,375,698,486,111.6467643956
21,708,376,698,487,111.4495401516
22,709,379,697,490,111.6467643956
23,707,382,696,490,108.55873986
24,707,384,696,493,109.55363983
25,707,388,697,494,106.4706532336
26,708,389,697,495,106.5692263273
27,708,393,698,497,104.4796630929
28,708,394,697,497,103.5857133006
29,709,395,699,499,104.4796630929
30,708,396,698,498,102.4890238026
31,710,396,699,499,103.5857133006
32,712,396,700,497,101.710373119
33,714,396,702,498,102.7034566117
34,715,396,703,498,102.7034566117
35,717,396,705,499,103.6966730421
36,719,398,707,499,101.710373119
37,720,397,708,500,103.6966730421
38,721,397,709,499,102.7034566117
39,722,397,709,500,103.817146946
40,722,398,709,500,102.8250942134
41,723,398,710,500,102.8250942134
42,723,397,710,500,103.817146946
43,723,397,710,499,102.8250942134
44,723,397,710,500,103.817146946
45,723,397,709,500,103.9471019317
46,723,398,709,500,102.9563014099
47,724,397,709,501,105.0761628534
48,723,398,709,501,103.9471019317
49,722,398,709,501,103.817146946
50,722,398,709,501,103.817146946
51,722,398,709,501,103.817146946
52,722,398,709,501,103.817146946
53,723,398,710,500,102.8250942134
54,724,397,710,501,104.9380769788
55,725,398,710,501,104.0865024871
56,727,398,711,502,105.2235715037
57,728,399,711,502,104.3934863868
58,728,399,711,502,104.3934863868
59,728,400,711,503,104.3934863868
60,727,400,711,503,104.2353107157
61,726,400,711,504,105.0761628534
62,726,400,711,504,105.0761628534
63,725,401,711,505,104.9380769788
64,726,401,712,505,104.9380769788
65,727,401,713,504,103.9471019317
66,729,401,714,504,104.0865024871
67,731,402,715,506,105.2235715037
68,731,403,715,505,103.2472759931
69,732,401,716,504,104.2353107157
70,733,401,716,505,105.3802638068
71,733,401,715,504,104.5609869885
72,734,401,716,504,104.5609869885
73,734,400,716,505,106.5316854274
74,735,400,715,504,105.905618359
75,737,400,715,503,105.3233117596
76,740,399,717,502,105.5367234663
77,741,396,718,502,108.4665847162
78,743,395,720,500,107.4895343743
79,744,393,721,500,109.4440496327
80,745,392,721,501,111.6109313643
81,745,392,722,502,112.3788236279
82,745,392,722,502,112.3788236279
83,744,390,722,502,114.140264587
84,743,390,723,503,114.7562634456
85,742,391,723,504,114.586212085
86,740,392,722,505,114.4246476945
87,739,394,722,506,113.2828318855
88,739,396,722,510,115.2605743522
89,739,399,723,508,110.1680534456
90,740,403,725,512,110.0272693472
91,741,406,726,513,108.0462863776
92,741,410,727,516,106.920531237
93,744,413,727,518,106.3672882046
94,746,416,729,520,105.3802638068
95,748,418,730,521,104.5609869885
96,749,421,731,522,102.5914226434
97,750,422,732,523,102.5914226434
98,751,422,732,524,103.7545179739
99,751,423,731,524,102.9611577246
100,751,424,732,524,101.7889974408
