Frame,Nose_Tip_X,Nose_Tip_Y,Chin_X,Chin_Y,Distance
0,699,358,701,477,119.0168055
1,700,363,701,480,117.0042734
2,698,362,700,484,122.0163923
3,698,363,699,486,123.004065
4,698,364,698,485,121
5,697,365,698,485,120.0041666
6,698,365,697,487,122.0040983
7,698,366,697,488,122.0040983
8,698,366,697,489,123.004065
9,699,366,697,489,123.0162591
10,698,367,696,490,123.0162591
11,698,366,696,491,125.015999
12,699,365,696,490,125.0359948
13,699,365,695,490,125.0639836
14,700,365,694,489,124.1450764
15,701,364,694,489,125.1958466
16,704,365,697,487,122.2006547
17,705,365,699,486,121.148669
18,706,367,700,485,118.1524439
19,707,369,700,485,116.211015
20,708,371,702,485,114.1577855
21,709,374,703,485,111.1620439
22,709,375,703,486,111.1620439
23,709,375,705,486,111.0720487
24,709,375,704,487,112.1115516
25,709,375,705,487,112.0714058
26,708,375,704,488,113.0707743
27,707,375,704,493,118.0381294
28,706,376,702,496,120.0666482
29,704,376,701,498,122.0368797
30,703,373,700,497,124.036285
31,704,372,701,493,121.0371844
32,703,369,698,490,121.1032617
33,702,367,697,486,119.1049957
34,703,365,697,483,118.1524439
35,704,365,696,482,117.2731853
36,702,367,693,482,115.3516363
37,702,368,692,482,114.437756
38,703,368,693,481,113.4416149
39,702,368,692,480,112.4455424
40,701,367,691,481,114.437756
41,699,365,690,481,116.3486141
42,696,365,688,484,119.2686044
43,693,363,688,485,122.102416
44,690,363,685,487,124.1007655
45,688,362,684,488,126.0634761
46,687,361,684,485,124.036285
47,686,360,683,480,120.0374941
48,683,360,682,479,119.0042016
49,684,360,683,476,116.0043103
50,685,360,684,475,115.0043477
51,687,361,684,474,113.039816
52,688,364,684,475,111.0720487
53,688,367,684,476,109.0733698
54,688,370,683,477,107.1167587
55,689,371,683,478,107.1680923
56,688,373,682,480,107.1680923
57,686,374,681,483,109.1146186
58,685,375,680,485,110.1135777
59,683,375,678,487,112.1115516
60,683,375,678,487,112.1115516
61,681,374,677,487,113.0707743
62,682,374,677,485,111.1125555
63,683,373,677,481,108.1665383
64,683,372,678,481,109.1146186
65,685,375,678,480,105.2330746
66,686,376,679,482,106.2308806
67,687,377,680,482,105.2330746
68,687,378,680,483,105.2330746
69,688,379,682,482,103.1746093
70,689,379,684,485,106.117859
71,691,379,687,489,110.0727032
72,690,378,686,492,114.0701539
73,693,377,688,493,116.1077086
74,696,374,691,492,118.1058847
75,698,372,693,491,119.1049957
76,700,370,693,487,117.2092147
77,702,368,695,484,116.211015
78,705,369,697,483,114.280357
79,709,370,701,481,111.2879149
80,711,371,701,482,111.4495402
81,713,374,703,484,110.4536102
82,715,376,706,487,111.3642672
83,716,378,706,489,111.4495402
84,718,380,708,491,111.4495402
85,721,381,713,492,111.2879149
86,723,385,715,499,114.280357
87,724,389,717,505,116.211015
88,725,391,717,511,120.266371
89,727,393,720,512,119.2057046
90,729,394,723,514,120.1499064
91,734,394,728,514,120.1499064
92,736,396,731,511,115.1086443
93,738,397,731,510,113.2166066
94,740,398,733,510,112.2185368
95,741,401,734,511,110.2225022
96,742,405,734,513,108.295891
97,744,406,737,514,108.2266141
98,744,407,738,515,108.1665383
99,744,408,738,516,108.1665383
100,743,407,738,519,112.1115516
101,743,408,738,524,116.1077086
102,744,409,737,525,116.211015
103,743,409,735,527,118.2708755
104,742,407,734,527,120.266371
105,742,405,736,527,122.1474519
106,743,404,737,522,118.1524439
107,744,402,739,516,114.1095964
108,744,399,740,513,114.0701539
109,746,399,740,512,113.1591799
110,747,398,741,513,115.1564154
111,749,398,741,512,114.280357
112,749,396,742,512,116.211015
113,751,393,744,511,118.2074448
114,751,391,744,510,119.2057046
115,752,388,745,509,121.2023102
116,751,387,745,509,122.1474519
117,750,388,745,514,126.0991673
118,749,387,743,516,129.1394595
119,746,388,741,517,129.0968629
120,745,387,741,518,131.0610545
121,746,385,743,514,129.034879
122,746,384,744,508,124.016128
123,746,382,742,505,123.0650235
124,746,382,740,503,121.148669
125,746,383,739,502,119.2057046
126,746,383,738,502,119.2686044
127,746,384,738,502,118.2708755
128,747,384,739,503,119.2686044
129,748,385,741,504,119.2057046
130,750,385,743,504,119.2057046
131,751,388,745,505,117.1537451
132,753,388,747,513,125.1439172
133,753,390,746,517,127.1927671
134,754,392,747,519,127.1927671
135,755,393,749,521,128.1405478
136,756,394,749,522,128.1912634
137,755,394,749,523,129.1394595
138,756,393,750,523,130.1383879
139,756,391,751,518,127.0983871
140,757,389,749,515,126.2537128
141,756,389,748,511,122.2620137
142,757,388,749,509,121.2641744
143,757,390,747,509,119.4194289
144,756,391,747,509,118.3427226
145,757,391,748,510,119.3398508
146,757,390,747,511,121.4125199
147,756,390,748,511,121.2641744
148,756,390,748,511,121.2641744
149,754,394,745,519,125.3235812
150,754,396,744,525,129.3870164
151,755,398,745,527,129.3870164
152,754,397,743,528,131.4610208
153,754,398,743,529,131.4610208
154,753,398,743,526,128.3900308
155,753,395,747,519,124.1450764
156,753,392,749,517,125.0639836
157,750,393,744,516,123.1462545
158,751,394,744,512,118.2074448
159,751,395,745,512,117.1537451
160,751,396,745,513,117.1537451
161,751,397,744,513,116.211015
162,751,397,744,513,116.211015
163,751,398,744,513,115.2128465
164,751,398,745,514,116.1550688
165,751,399,747,518,119.0672079
166,751,400,747,522,122.0655562
167,753,400,747,527,127.1416533
168,754,402,748,526,124.1450764
169,753,401,746,524,123.199026
170,750,402,742,520,118.2708755
171,750,402,743,516,114.2147101
172,751,402,744,517,115.2128465
173,751,404,743,519,115.277925
174,751,405,743,519,114.280357
175,751,405,744,519,114.2147101
176,751,405,744,520,115.2128465
177,752,406,744,520,114.280357
178,752,406,744,523,117.2731853
179,753,408,744,529,121.3342491
180,751,410,741,532,122.40915
181,751,410,740,534,124.4869471
182,753,408,742,534,126.4792473
183,753,407,745,531,124.2577965
184,754,405,747,525,120.2039933
185,755,404,748,522,118.2074448
186,755,403,747,518,115.277925
187,754,401,746,519,118.2708755
188,755,402,745,518,116.4302366
189,755,402,746,518,116.3486141
190,756,402,746,518,116.4302366
191,756,402,747,519,117.3456433
192,756,402,747,519,117.3456433
193,756,402,747,520,118.3427226
194,756,402,745,522,120.503112
195,757,402,744,523,121.6963434
196,756,402,743,525,123.685084
197,757,401,742,525,124.9039631
198,757,399,746,521,122.4948979
199,759,397,749,518,121.4125199
200,758,393,750,515,122.2620137
201,760,392,751,512,120.3370267
202,760,391,751,511,120.3370267
203,760,390,751,510,120.3370267
204,759,389,750,509,120.3370267
205,759,388,751,508,120.266371
206,759,387,751,508,121.2641744
207,759,385,752,507,122.2006547
208,758,385,751,508,123.199026
209,756,386,747,513,127.3184983
210,755,387,746,517,130.3111661
211,756,387,745,516,129.4681428
212,755,386,745,517,131.381125
213,754,384,743,517,133.454112
214,753,382,742,513,131.4610208
215,754,379,744,507,128.3900308
216,753,376,743,505,129.3870164
217,752,375,744,502,127.251719
218,752,374,744,500,126.2537128
219,751,374,743,499,125.2557384
220,751,375,743,499,124.2577965
221,751,376,744,500,124.1974235
222,751,376,743,500,124.2577965
223,752,376,744,500,124.2577965
224,751,375,744,500,125.1958466
225,751,376,745,500,124.1450764
226,751,377,745,503,126.1427762
227,750,378,744,508,130.1383879
228,749,381,741,511,130.2459212
229,750,383,741,512,129.3135724
230,749,382,740,514,132.3064624
231,748,382,738,513,131.381125
232,747,379,738,509,130.3111661
233,747,378,739,505,127.251719
234,748,378,741,502,124.1974235
235,747,378,741,502,124.1450764
236,748,377,741,502,125.1958466
237,748,378,742,502,124.1450764
238,748,378,742,501,123.1462545
239,748,378,742,502,124.1450764
240,748,378,741,502,124.1974235
241,748,379,741,501,122.2006547
242,749,380,743,508,128.1405478
243,747,382,741,510,128.1405478
244,746,384,740,512,128.1405478
245,746,385,739,514,129.1897829
246,746,385,740,515,130.1383879
247,747,384,742,513,129.0968629
248,746,382,740,507,125.1439172
249,746,382,741,504,122.102416
250,747,380,741,503,123.1462545
251,748,380,742,502,122.1474519
252,749,381,742,502,121.2023102
253,749,382,743,502,120.1499064
254,749,382,743,502,120.1499064
255,749,382,743,502,120.1499064
256,750,382,744,504,122.1474519
257,749,385,744,510,125.09996
258,747,387,741,515,128.1405478
259,746,389,741,518,129.0968629
260,747,391,741,521,130.1383879
261,746,391,741,522,131.0953851
262,747,393,742,524,131.0953851
263,747,393,741,524,131.1373326
264,747,394,742,526,132.094663
265,747,395,742,526,131.0953851
266,746,395,741,528,133.0939518
267,746,396,741,527,131.0953851
268,745,395,742,526,131.0343466
269,747,395,743,519,124.0644994
270,746,393,740,513,120.1499064
271,746,392,740,511,119.1511645
272,746,392,740,510,118.1524439
273,747,393,741,510,117.1537451
274,747,393,741,510,117.1537451
275,747,393,741,510,117.1537451
276,748,393,742,510,117.1537451
277,748,393,742,510,117.1537451
278,748,394,742,511,117.1537451
279,748,395,741,517,122.2006547
280,748,395,740,516,121.2641744
281,747,397,738,522,125.3235812
282,747,395,736,521,126.4792473
283,746,396,735,522,126.4792473
284,746,395,735,518,123.4908904
285,744,396,736,515,119.2686044
286,746,397,739,514,117.2092147
287,746,398,740,514,116.1550688
288,746,399,740,515,116.1550688
289,745,399,741,515,116.068945
290,744,400,739,516,116.1077086
291,744,400,739,516,116.1077086
292,742,401,738,517,116.068945
293,739,401,737,518,117.0170928
294,734,402,735,518,116.0043103
295,731,402,733,521,119.0168055
296,728,403,731,521,118.0381294
297,725,406,728,522,116.0387866
298,721,408,725,522,114.0701539
299,718,411,722,521,110.0727032
300,712,412,717,521,109.1146186
301,707,414,713,523,109.1650127
302,704,416,709,525,109.1146186
303,702,419,707,529,110.1135777
304,700,421,705,529,108.1156788
305,698,424,703,529,105.1189802
306,696,424,704,529,105.3043209
307,694,425,702,533,108.295891
308,695,425,704,537,112.3610253
309,694,426,705,538,112.5388822
310,696,427,707,537,110.5486318
311,696,429,707,539,110.5486318
312,698,430,707,538,108.3743512
313,701,432,709,537,105.3043209
314,703,434,709,538,104.1729331
315,705,435,710,539,104.1201229
316,707,437,712,540,103.1212878
317,710,439,714,541,102.0784012
