Frame,Nose_Tip_X,Nose_Tip_Y,Chin_X,Chin_Y,Distance
0,642,419,634,548,129.247824
1,642,423,633,554,131.3087964
2,642,424,633,559,135.2996674
3,646,425,633,559,134.6291202
4,648,424,634,559,135.7239846
5,648,424,634,558,134.7293583
6,646,423,632,558,135.7239846
7,644,421,630,560,139.7032569
8,641,420,628,561,141.5980226
9,640,420,626,561,141.6933308
10,639,420,628,558,138.4377116
11,637,420,625,555,135.532284
12,637,420,626,553,133.454112
13,636,420,625,553,133.454112
14,636,420,626,554,134.3726163
15,636,421,625,553,132.4575404
16,636,422,625,553,131.4610208
17,637,423,626,555,132.4575404
18,638,424,628,555,131.381125
19,638,425,630,559,134.2385936
20,637,425,631,560,135.1332676
21,637,426,631,560,134.1342611
22,637,427,630,566,139.1761474
23,638,428,628,567,139.359248
24,637,429,626,570,141.4284271
25,634,427,625,564,137.2953022
26,635,428,624,561,133.454112
27,635,427,626,560,133.3041635
28,637,427,628,560,133.3041635
29,638,427,629,560,133.3041635
30,639,428,630,559,131.3087964
31,638,427,629,559,132.3064624
32,636,428,629,558,130.1883251
33,634,426,627,557,131.1868896
34,633,426,627,557,131.1373326
35,630,424,624,562,138.1303732
36,628,425,623,564,139.089899
37,625,426,621,565,139.057542
38,622,425,618,568,143.0559331
39,620,426,618,567,141.0141837
40,619,424,618,563,139.0035971
41,621,424,617,558,134.0596882
42,621,425,616,557,132.094663
43,620,423,615,554,131.0953851
44,620,423,615,553,130.0961183
45,620,422,614,554,132.1362933
46,618,422,613,554,132.094663
47,618,423,612,554,131.1373326
48,616,422,611,554,132.094663
49,614,423,609,555,132.094663
50,612,424,606,564,140.1285124
51,610,426,603,566,140.1748908
52,609,426,601,567,141.226768
53,609,428,601,569,141.226768
54,609,428,600,570,142.2849254
55,612,428,603,565,137.2953022
56,614,428,608,562,134.1342611
57,618,428,611,560,132.1854758
58,622,427,615,558,131.1868896
59,625,426,617,557,131.2440475
60,626,426,618,556,130.2459212
61,628,427,619,557,130.3111661
62,630,428,621,557,129.3135724
63,632,429,623,557,128.3160161
64,632,428,624,558,130.2459212
65,634,430,627,563,133.1840831
66,637,431,631,565,134.1342611
67,638,432,631,566,134.1827113
68,639,433,633,569,136.1322886
69,640,432,632,571,139.2300255
70,644,431,637,569,138.1774222
71,643,430,636,565,135.1813597
72,643,428,633,562,134.3726163
73,643,428,633,556,128.3900308
74,643,427,632,555,128.4717868
75,643,427,632,555,128.4717868
76,644,427,632,554,127.5656694
77,645,427,632,554,127.6636205
78,645,427,632,555,128.6584626
79,646,427,634,554,127.5656694
80,647,427,636,557,130.4645546
81,648,428,636,560,132.5443322
82,646,428,634,561,133.5402561
83,645,429,633,563,134.5362405
84,644,428,631,566,138.6109664
85,643,426,630,564,138.6109664
86,646,424,633,555,131.6434579
87,648,422,634,553,131.7459677
88,649,423,635,551,128.7633488
89,650,421,634,549,128.996124
90,649,421,633,549,128.996124
91,649,422,633,550,128.996124
92,649,423,633,551,128.996124
93,649,422,631,551,130.2497601
94,648,423,630,553,131.2402377
95,647,423,627,560,138.4521578
96,646,424,624,563,140.7302384
97,644,426,622,565,140.7302384
98,643,428,620,567,140.890028
99,644,429,621,568,140.890028
100,645,430,622,567,138.9172416
101,644,429,623,562,134.6476884
102,646,430,628,558,129.2594291
103,649,430,632,557,128.1327437
104,651,431,633,557,127.2792206
105,651,431,633,558,128.2692481
106,650,431,633,558,128.1327437
107,649,432,632,559,128.1327437
108,647,431,632,558,127.8827588
109,645,429,631,558,129.7574661
110,642,430,630,561,131.5484702
111,637,430,625,565,135.532284
112,633,430,619,568,138.7083271
113,631,432,619,570,138.5207566
114,628,430,618,570,140.3566885
115,627,429,620,566,137.1787156
116,627,428,620,561,133.1840831
117,627,427,619,558,131.2440475
118,626,425,616,554,129.3870164
119,625,425,614,553,128.4717868
120,626,424,615,552,128.4717868
121,625,425,616,552,127.3184983
122,625,426,617,553,127.251719
123,625,427,616,552,125.3235812
124,625,427,615,554,127.3930924
125,625,427,614,555,128.4717868
126,626,427,611,558,131.855982
127,627,428,611,561,133.9589489
128,628,429,611,562,134.0820644
129,629,429,611,563,135.2035502
130,629,427,611,561,135.2035502
131,629,426,613,557,131.9734822
132,630,425,616,552,127.7693234
133,631,425,618,550,125.6741819
134,631,425,619,551,126.5701387
135,632,426,620,552,126.5701387
136,634,427,623,552,125.4830666
137,634,428,622,553,125.574679
138,634,429,625,553,124.3261839
139,633,429,626,557,128.1912634
140,632,430,626,560,130.1383879
141,630,432,625,564,132.094663
142,629,433,625,567,134.0596882
143,628,434,626,568,134.0149245
144,628,433,626,566,133.0150367
145,629,432,627,562,130.0153837
146,628,431,624,561,130.0615239
147,627,430,623,558,128.0624847
148,627,430,622,557,127.0983871
149,628,431,624,556,125.0639836
150,628,431,623,557,126.0991673
151,628,431,622,558,127.1416533
152,627,432,622,557,125.09996
153,626,432,621,558,126.0991673
154,624,431,619,558,127.0983871
155,619,431,613,566,135.1332676
156,620,433,612,567,134.2385936
157,619,434,610,567,133.3041635
158,619,433,611,568,135.2368293
159,618,432,610,566,134.2385936
160,618,431,614,563,132.0605922
161,619,429,618,561,132.0037878
162,621,430,621,558,128
163,621,429,619,558,129.0155029
164,621,429,619,557,128.015624
165,620,430,618,557,127.0157471
166,620,431,617,557,126.0357092
167,619,431,617,557,126.015872
168,618,432,617,558,126.0039682
169,618,433,618,557,124
170,616,433,619,558,125.0359948
171,613,434,618,564,130.0961183
172,611,435,616,567,132.094663
173,609,436,614,569,133.0939518
